0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
-1.1330588906554326,0.5475288073386049,0.014971563877539808,0.846735447869493,0.41730363995850045,0.4603313326767756,-0.07261538808321506,-0.18388384850986728,-0.5527788597958648,-1.2365350108347222,-1.0061680967649658,0.11702198725101659,-0.314414096873784,0.6956320900583204,1.2623182808762556,0.7590089507925017,7
-1.1330588906554326,0.054244652654183906,0.2807090519959769,0.846735447869493,1.2384429712877298,0.3492015336610698,1.0720923399796622,-0.7523555412544753,-0.31840827781291775,-1.2365350108347222,-1.5693762885115357,-0.21485173790933557,-0.26964036288530596,0.4241712627657319,1.2623182808762556,0.9267169630231978,7
1.7861186322345712,-0.31571846335913184,0.546446540114414,0.846735447869493,-0.931710975796662,0.3492015336610698,0.8431507943670868,0.7524224689518401,1.058518891336896,1.3689400653716242,0.710275916176962,0.006397412197565864,0.4915131149188215,-0.9934575019844526,-1.1324037398121276,-0.8062658300273279,9
-0.16973030810173134,0.11590517198973653,1.0399590180486542,0.846735447869493,1.0918109478360816,0.4973745990153442,0.6469151838420221,0.2842693102209864,1.2635931505719746,-0.09893321699814839,0.6834564784747443,-1.0260986216346408,-0.5382827668161745,-1.0537821302716945,-1.1324037398121276,-0.7783144946555451,3
1.3774337790299707,0.17756569132528915,0.7742215299302171,0.846735447869493,-0.02259243039644384,0.20102846830679544,1.4318576259422808,1.1871361163447756,1.2635931505719746,0.9652749127199368,0.9248314177947029,-0.47297574636738726,-0.18009289490834976,-1.0537821302716945,-1.1324037398121276,-0.7503631592837625,9
-1.1330588906554326,0.3008867299963944,-0.32669092084616497,0.846735447869493,-0.05191883508677346,0.423288066338207,-0.5632044143958768,0.2508297988830683,-1.3144832512404425,-0.1356300490573927,-1.3011819114893595,-0.9892237632834906,0.043775775034040655,-0.9331328736972108,1.2623182808762556,-0.8062658300273279,2
1.2022831276565704,-0.9323236567146581,2.0649464722197686,0.846735447869493,-1.2543014273902877,0.8678072624010301,-1.6752062073712433,0.41802735557265885,0.7362593411103437,1.5524242256678458,1.058928606305791,0.7807694375717209,1.2078928587344708,-0.4505358473992756,-0.8689843175364054,-0.8062658300273279,9
-0.1405385328728313,-0.43903950203023706,-0.06095343272772792,-1.6059365080167158,1.4730542088103666,-1.5400050496059285,-0.07261538808321506,-1.4880247906886739,-0.37700092330865453,0.047854111238828885,0.44208153915478576,1.2970174544878244,0.9392504548036024,1.9624492840904002,-1.1324037398121276,1.4298409997152859,8
-1.1330588906554326,-0.5007000213657897,0.16682155708807528,-0.04040121702551872,1.1797901619070705,1.2752831921252847,1.5953873013798348,1.4546522070481205,0.7362593411103437,1.1487590730161583,-0.013848901782913757,0.26452142065561757,-0.806925170747043,-0.42037353325565463,-0.8929315377432891,-0.8062658300273279,1
-1.1330588906554326,-1.1789657340568687,-0.13687842933299565,-0.5622463140225844,0.681241282171467,0.9048505287395987,1.5953873013798348,1.855926343103138,1.2050005050762378,1.4790305615493573,0.9516508554969205,0.485770570762519,1.5660827306422955,-0.39021121911203366,0.951004418186766,-0.8062658300273279,1
-0.023771431957231155,0.9174919233519206,-1.3516783750172794,-1.1884604304190634,0.47595644933915965,-0.5027935921260078,0.4833855084044682,-0.8526740752682297,-1.666039124214863,-1.2365350108347222,-1.4620985377026652,0.5963951458159698,-1.388983712597258,1.8719623416595375,1.2623182808762556,1.932965036407374,5
-0.6076069365352319,-0.1923974246880266,-0.7063159038725036,0.846735447869493,-0.31585647729974003,0.08989866929108965,-0.7921459600084523,-0.48483945055113037,-1.666039124214863,-1.199838178775478,-1.0061680967649658,-0.9892237632834906,0.5362868489072996,-1.0537821302716945,1.2623182808762556,-0.24723912259167444,2
